timestamp,can_id,dlc,payload_hex,label,attack_type,attack_id
1762525277.7360466,0x1a0,8,090000f02030024b,benign,,
1762525277.8693848,0xc4,8,0000000000000000,benign,,
1762525277.8750784,0xba,8,033264324100000c,benign,,
1762525277.8786123,0xce,8,8e008e008e008e00,benign,,
1762525277.8813064,0x24b,8,0008000000000000,benign,,
1762525277.889951,0x2f6,8,0800000000000000,benign,,
1762525277.895502,0x1b4,8,0000000000000000,benign,,
1762525277.929131,0x1a0,8,010064f1203002a8,benign,,
1762525278.0164647,0xc4,8,0000000000000000,benign,,
1762525278.0211687,0xba,8,033264324100000c,benign,,
1762525278.023079,0xce,8,0e000e000e000e00,benign,,
1762525278.0249758,0x24b,8,0008000000000000,benign,,
1762525278.0324876,0x2f6,8,0800000000000000,benign,,
1762525278.035796,0x1b4,8,0000000000000000,benign,,
1762525278.0921216,0x1a0,8,011000f020300253,benign,,
1762525278.230184,0xc4,8,0000000000000000,benign,,
1762525278.2339334,0xba,8,033264324100000c,benign,,
1762525278.2356007,0xce,8,0e000e000e000e00,benign,,
1762525278.2378259,0x24b,8,0008000000000000,benign,,
1762525278.2528613,0x2f6,8,0800000000000000,benign,,
1762525278.2600832,0x1b4,8,0000000000000000,benign,,
1762525278.3125656,0x1a0,8,001000f020300252,benign,,
1762525278.458054,0xc4,8,0000000000000000,benign,,
1762525278.4927294,0xba,8,033264324100000c,benign,,
1762525278.4974494,0xce,8,0400040004000400,benign,,
1762525278.5107832,0x24b,8,0008000000000000,benign,,
1762525278.5268295,0x2f6,8,0800000000000000,benign,,
1762525278.5332737,0x1b4,8,0000000000000000,benign,,
1762525278.5853517,0x1a0,8,001000f020300252,benign,,
1762525278.7983458,0xc4,8,0000000000000000,benign,,
1762525278.830213,0xba,8,033264324100000c,benign,,
1762525278.8432686,0xce,8,0100010001000100,benign,,
1762525278.859829,0x24b,8,0008000000000000,benign,,
1762525278.9332037,0x2f6,8,0800000000000000,benign,,
1762525278.9364083,0x1b4,8,0000000000000000,benign,,
1762525278.9888098,0x1a0,8,071000f020300259,benign,,
1762525279.1444519,0xc4,8,0000000000000000,benign,,
1762525279.1494012,0xba,8,033264324101000d,benign,,
1762525279.151412,0xce,8,7000700070007000,benign,,
1762525279.1577368,0x24b,8,0008000000000000,benign,,
1762525279.1696968,0x2f6,8,0800000000000000,benign,,
1762525279.17386,0x1b4,8,0000000000000000,benign,,
1762525279.2253044,0x1a0,8,0a1000f02030025c,benign,,
1762525279.3417099,0xc4,8,ffffffffff0000fb,benign,,
1762525279.3459826,0xba,8,033264324101000d,benign,,
1762525279.347583,0xce,8,9a009a009a009a00,benign,,
1762525279.3494139,0x24b,8,0008000000000000,benign,,
1762525279.3598359,0x2f6,8,0800000000000000,benign,,
1762525279.3635535,0x1b4,8,0000000000000000,benign,,
1762525279.4024796,0x1a0,8,0c1000f02030025e,benign,,
1762525279.505265,0xc4,8,0101010101000005,benign,,
1762525279.5091023,0xba,8,033264324101000d,benign,,
1762525279.511364,0xce,8,c400c400c400c400,benign,,
1762525279.5132246,0x24b,8,0008000000000000,benign,,
1762525279.523523,0x2f6,8,0800000000000000,benign,,
1762525279.525722,0x1b4,8,0000000000000000,benign,,
1762525279.595084,0x1a0,8,101000f020300262,benign,,
1762525279.6772542,0xc4,8,0000000000000000,benign,,
1762525279.681807,0xba,8,033264324101000d,benign,,
1762525279.6834793,0xce,8,f800f800f800f800,benign,,
1762525279.685537,0x24b,8,0008000000000000,benign,,
1762525279.6987689,0x2f6,8,0800000000000000,benign,,
1762525279.707154,0x1b4,8,0000000000000000,benign,,
1762525279.7714076,0x1a0,8,121000f020300264,benign,,
1762525279.8843143,0xc4,8,ffffffffff0000fb,benign,,
1762525279.8900344,0xba,8,033264324101000d,benign,,
1762525279.8916295,0xce,8,2401240124012401,benign,,
1762525279.90565,0x24b,8,0008000000000000,benign,,
1762525279.9181814,0x2f6,8,0800000000000000,benign,,
1762525279.923749,0x1b4,8,0000000000000000,benign,,
1762525279.9968202,0x1a0,8,141000f020300266,benign,,
1762525280.1091077,0xc4,8,020202020200000a,benign,,
1762525280.1194978,0xba,8,033264324101000d,benign,,
1762525280.1238003,0xce,8,4001400140014001,benign,,
1762525280.1283226,0x24b,8,0008000000000000,benign,,
1762525280.1572695,0x2f6,8,0800000000000000,benign,,
1762525280.163268,0x1b4,8,0000000000000000,benign,,
1762525280.2191186,0x1a0,8,171000f020300269,benign,,
1762525280.3220792,0xc4,8,0c0708070800002a,benign,,
1762525280.325768,0xba,8,033264324101000d,benign,,
1762525280.3299654,0xce,8,6a016a016a016a01,benign,,
1762525280.3315668,0x24b,8,0008000000000000,benign,,
1762525280.3382053,0x2f6,8,0800000000000000,benign,,
1762525280.3424609,0x1b4,8,0000000000000000,benign,,
1762525280.3788366,0x3ce,8,25081d6039d51774,attack,spoof,A1762525280_444
1762525280.388057,0x1a0,8,1a1000f02030026c,benign,,
1762525307.464206,0xc4,8,0201010101000006,benign,,
1762525307.4680781,0x56,8,2e96627617f01d8e,benign,,
1762525307.4701183,0xba,8,033264324102000e,benign,,
1762525307.4717388,0xce,8,9901990199019901,benign,,
1762525307.4739676,0x203,8,621e121649071c4f,benign,,
1762525307.4738095,0x24b,8,0008000000000000,benign,,
1762525307.4776247,0x312,8,5c3112a673131ae1,benign,,
1762525307.4818013,0x51a,8,32f3526a45b5453e,benign,,
1762525307.485846,0x220,8,6ded22423f0b10d7,benign,,
1762525307.4868567,0x2f6,8,0800000000000000,benign,,
1762525307.4883788,0x1b4,8,0000000000000000,benign,,
1762525307.4899924,0x5f3,8,46a5797a69d90c4f,benign,,
1762525307.496004,0x70f,8,35292b8552982efa,benign,,
1762525307.4992187,0x612,8,6024389022353d04,benign,,
1762525307.503254,0x37c,8,656f746528294567,benign,,
1762525307.51509,0x1f5,8,30493bac1a8e6f8c,benign,,
1762525307.52019,0x727,8,2ec071b91075080e,benign,,
1762525307.5386167,0x6b3,8,0871229829655d41,benign,,
1762525307.5476875,0x1a0,8,1e001ef12030027f,benign,,
1762525280.6815658,0x6f3,8,1461306011505af6,benign,,
1762525280.6985743,0xc4,8,fbfdfdfdfd0000ef,benign,,
1762525280.7014422,0xba,8,033264324102000e,benign,,
1762525280.7030325,0xce,8,db01db01db01db01,benign,,
1762525280.7033076,0x6ca,8,127b711e277d4666,benign,,
1762525280.7052982,0x24b,8,0008000000000000,benign,,
1762525280.7160223,0x2f6,8,0800000000000000,benign,,
1762525280.7193122,0x1b4,8,0000000000000000,benign,,
1762525280.7499125,0x1a0,8,1d001ef12030027e,benign,,
1762525280.8663728,0xc4,8,0503030303000011,benign,,
1762525280.8699615,0xba,8,033264324102000e,benign,,
1762525280.8719287,0xce,8,cc01cc01cc01cc01,benign,,
1762525280.8741376,0x24b,8,0008000000000000,benign,,
1762525280.886527,0x2f6,8,0800000000000000,benign,,
1762525280.892017,0x1b4,8,0000000000000000,benign,,
1762525280.9522119,0x1a0,8,1a1000f02030026c,benign,,
1762525281.0421379,0xc4,8,0604040404000016,benign,,
1762525281.0447319,0xba,8,033264324102000e,benign,,
1762525281.0465627,0xce,8,a001a001a001a001,benign,,
1762525281.0484595,0x24b,8,0008000000000000,benign,,
1762525281.058931,0x2f6,8,0800000000000000,benign,,
1762525281.0619278,0x1b4,8,0000000000000000,benign,,
1762525281.1277027,0x1a0,8,191000f02030026b,benign,,
1762525281.2843862,0xc4,8,fcfdfefdfe0000f2,benign,,
1762525281.2934783,0xba,8,033264324102000e,benign,,
1762525281.2984843,0xce,8,9501950195019501,benign,,
1762525281.3002534,0x24b,8,0008000000000000,benign,,
1762525281.3241608,0x2f6,8,0800000000000000,benign,,
1762525281.3287146,0x1b4,8,0000000000000000,benign,,
1762525281.3844187,0x1a0,8,1c0004f120300263,benign,,
1762525281.494065,0xc4,8,0604040404000016,benign,,
1762525281.4976501,0xba,8,033264324102000e,benign,,
1762525281.49934,0xce,8,b901b901b901b901,benign,,
1762525281.5014958,0x24b,8,0008000000000000,benign,,
1762525281.5114028,0x2f6,8,0800000000000000,benign,,
1762525281.5170078,0x1b4,8,0000000000000000,benign,,
1762525281.5541868,0x1a0,8,1c001ef12030027d,benign,,
1762525281.6485941,0xc4,8,ff000000000000ff,benign,,
1762525281.6514957,0xba,8,033264324102000e,benign,,
1762525281.6530082,0xce,8,b901b901b901b901,benign,,
1762525281.654587,0x24b,8,0008000000000000,benign,,
1762525281.66405,0x2f6,8,0800000000000000,benign,,
1762525281.666616,0x1b4,8,0000000000000000,benign,,
1762525281.692739,0x1a0,8,1a1000f02030026c,benign,,
1762525281.7757204,0xc4,8,030202020200000b,benign,,
1762525281.7804844,0xba,8,033264324102000e,benign,,
1762525281.7827501,0xce,8,9c019c019c019c01,benign,,
1762525281.7840543,0x24b,8,0008000000000000,benign,,
